kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
syr2k,390602,1464909362,4235158,4325041210,390602,179707196,227,1556720588,390602,170805532,17290,180186706
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gemm,452500,164835000,0,5282200000,452500,164972500,0,165425000,452500,164972500,0,165425000
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gramschmidt,390602,2880900002,0,5040600012,390602,90170817,29499,3601981206,390602,72086849,535455,181037828
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
jacobi-1d,501,0,0,7992001,501,0,0,1001,501,0,0,1001
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
trisolv,251501,1,1309,6005002,251501,591,9,253062,251501,181,5,252110
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
durbin,754,234399,47888,13993011,754,0,0,441000,754,0,0,1256
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gesummv,422989,0,58512,13525200,422989,369,197,481827,422989,102,8,423881
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
bicg,499752,999203,0,31924000,499752,0,0,1999097,499752,238,0,500253
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
atax,499514,1192529,0,27932100,499514,0,0,2192244,499514,263,0,500015
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
mvt,501000,4499750,16488,24004000,501000,504805,2620,5017738,501000,495189,507,1008923
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gemver,502002,5999494,16148,48010011,502002,1005111,672,7018394,502002,990372,887,2008422
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
deriche,2211842,38707200,0,141557770,2211842,5595024,17247834,60825603,2211842,5526565,316,36697770
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
syrk,240601,667006454,24935651,2883841202,240601,89618652,2120,764866262,240601,71447625,53089,89949544
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
doitgen,423221,67900204,0,1622880004,423221,1,0,69163426,423221,21,0,843243
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
covariance,390151,2012430149,0,3037084202,390151,126039803,4776955,2013840449,390151,112247334,1873651,132225868
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
trmm,212876,1097773089,16068646,1800600006,212876,74670876,12731,1114204612,212876,59640818,14659,75046477
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
symm,363001,1189755176,12662363,3601200012,363001,149724419,238967,1769514114,363001,141451090,113325,225376946
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
syr2k,390601,1455685617,11337998,4325041210,390601,179698632,168102,1553060352,390601,170692418,15914,180348941
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gemm,452500,164835000,25,5282200000,452500,164972524,0,165425050,452500,164972508,1,165425024
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
correlation,390302,2012432847,4930,3039729614,390302,126251525,7370874,2013848379,390302,112431516,1485367,135031747
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
2mm,578751,1857929903,0,4970640010,578751,206831801,167,1858718655,578751,206831877,2,207620703
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
gramschmidt,390601,2880897643,0,5040600012,390601,90167967,1830113,3601978845,390601,70202545,1609421,183494960
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
3mm,836252,3030016749,0,8102590013,836252,337314053,63248,3031176753,836252,337315230,118,338537148
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
adi,499255,1746950251,9430500,10463037028,499255,498705301,749997,2568255008,499255,496363173,232782,874524555
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
fdtd-2d,450066,595447939,0,8390203014,450066,524400439,0,820823007,450066,524400439,0,749775507
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
jacobi-2d,422503,843279502,0,10108824007,422503,421753502,0,1054628007,422503,421753502,0,633102007
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
nussinov,197692,2415324768,64157967,7853095019,197692,163735073,320390,2479880091,197692,128895192,4678849,164450184
kernel,compulsory1,capacity1,conflict1,demand_fetches1,compulsory2,capacity2,conflict2,demand_fetches2,compulsory3,capacity3,conflict3,demand_fetches3
heat-3d,431882,838607121,0,13144315014,431882,424368620,3897000,1047899004,431882,424368620,0,637557503
